Transaction Name,Transaction Name URL,Organization Industries,Lead Investors,Investor Names,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Type,Announced Date,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Organization Name,Organization Name URL,Organization Location,Organization Description,Organization Website,Funding Stage,Number of Funding Rounds,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Funding Status,Number of Investors
Pre Seed Round - Loyi,https://www.crunchbase.com/funding_round/loyi-pre-seed--d7cff3e4,Information Technology,DG Nexolution,"3 Comma Capital, DG Nexolution, Earlybird Venture Capital, Startup Wise Guys",425000,EUR,462917,Pre-Seed,2024-07-16,,,,Loyi,https://www.crunchbase.com/organization/loyi,"Berlin, Berlin, Germany, Europe","Loyi is a loyalty platform. Its no-code, white-label solutions provides individualized, gamified experiences.",https://www.loyi.io,Seed,1,425000,EUR,462917,Yes,Seed,4
Seed Round - Leya,https://www.crunchbase.com/funding_round/leya-876d-seed--d0b40a6c,"Artificial Intelligence (AI), Legal, Legal Tech, Software",Benchmark,"Benchmark, Darian Shirazi, Hummingbird Ventures, SV Angel, Terrence Rohan, Y Combinator, Yuri Sagalov",10500000,USD,10500000,Seed,2024-05-16,,,,Leya,https://www.crunchbase.com/organization/leya-876d,"Stockholm, Stockholms Lan, Sweden, Europe",Leya is a legal technology company that develops an artificial intelligence assistant for legal professionals.,https://leya.law,Seed,3,36000000,USD,36000000,Yes,Early Stage Venture,7
Seed Round - Droppe,https://www.crunchbase.com/funding_round/droppe-seed--6001b825,"B2B, Marketplace, Procurement",OpenOcean,"Ilkka Paananen, Illusian Founder Office, Lifeline Ventures, Marianne Vikkula, Miki Kuusi, Mikko Silventola, OpenOcean, Robert Gentz",3900000,EUR,4183131,Seed,2024-06-18,,,,Droppe,https://www.crunchbase.com/organization/droppe,"Helsinki, Southern Finland, Finland, Europe",B2B Platform to source and order supplies for operations.,https://droppe.com/,Seed,2,6100000,EUR,6669083,Yes,Seed,8
Seed Round - Monad Pad,https://www.crunchbase.com/funding_round/monad-pad-seed--d79e0979,Blockchain,,"CMS Holdings, Cogitent Ventures, CSP DAO, Exnetwork Capital, FOMO Ventures, Legion Ventures, Sneaky Ventures, vvvdotnet, Zephyrus Capital",945000,USD,945000,Seed,2024-07-05,,,,Monad Pad,https://www.crunchbase.com/organization/monad-pad,"Oslo, Oslo, Norway, Europe",Monad Pad is a platform for tokens and NFTs.,https://www.monadpad.xyz/,Seed,1,945000,USD,945000,Yes,Seed,9
Seed Round - MARCLEY,https://www.crunchbase.com/funding_round/marcley-seed--b2782f5b,"Energy Management, Green Building, Infrastructure, Real Estate, Renewable Energy, Solar","Venture Stars, Virida Capital","Emma Tracey, Florian Bennhold, Venture Stars, Virida Capital",5000000,EUR,5412702,Seed,2024-07-30,,,,MARCLEY,https://www.crunchbase.com/organization/marcley,"Hanover, Niedersachsen, Germany, Europe","MARCLEY's system enables green, decentralized and cost-effective energy on every multi-family building.",https://marcley.de,Seed,2,5000000,EUR,5412702,Yes,Seed,4
Seed Round - Langdock,https://www.crunchbase.com/funding_round/langdock-seed--44343585,"Artificial Intelligence (AI), Database, Software",General Catalyst,"Erik Muttersbach, General Catalyst, Hanno Renner, Johannes Reck, La Famiglia, Rolf Schromgens, Y Combinator",3000000,USD,3000000,Seed,2024-04-19,,,,Langdock,https://www.crunchbase.com/organization/langdock,"Berlin, Berlin, Germany, Europe","Langdock is an interactive chat assistant for teams of any size, complete with full privacy settings to ensure compliance.",https://www.langdock.com,Seed,2,3500000,USD,3500000,Yes,Seed,7
Seed Round - QA.tech,https://www.crunchbase.com/funding_round/qa-tech-seed--4300ce19,"Artificial Intelligence (AI), Developer Tools, Quality Assurance, SaaS, Software","byFounders, PROfounders Capital","byFounders, Curiosity VC, Jens Saltin, Jon Aslund, Mads Johnsen, PROfounders Capital, Robert Lagerstrom, Sven Perkmann",3000000,EUR,3258093,Seed,2024-05-20,,,,QA.tech,https://www.crunchbase.com/organization/qa-tech,"Stockholm, Stockholms Lan, Sweden, Europe",SaaS platform for autonomous testing,https://qa.tech,Seed,2,4258093,USD,4258093,Yes,Seed,8
Pre Seed Round - Dealflow,https://www.crunchbase.com/funding_round/dealflow-895c-pre-seed--5d4bac5c,"Accounting, Billing, Finance, Financial Services, FinTech, Mobile Payments, Payments, Professional Services, SaaS, Software",,"Alexandros Bottenbruch, Daniel W Dippold, Erik Hallum, Petter Made, Quinten Selhorst, Ralf Reichert, Thorbjorn Ronje",500000,EUR,535222,Pre-Seed,2024-06-27,,,,Dealflow,https://www.crunchbase.com/organization/dealflow-895c,"Copenhagen, Hovedstaden, Denmark, Europe",Welcome your new digital CFO,https://dealflow.live/,Seed,3,1560000,EUR,1665624,Yes,Seed,7
Seed Round - Net Zero Company,https://www.crunchbase.com/funding_round/net-zero-company-seed--0ad28a6f,"Environmental Consulting, Organic, Technical Support","Oilinvest Group, SilviCarbon, Varo Energy","Oilinvest Group, SilviCarbon, Varo Energy",5130000,EUR,5486038,Seed,2024-06-24,,,,Net Zero Company,https://www.crunchbase.com/organization/net-zero-company,"Stockholm, Stockholms Lan, Sweden, Europe",Net Zero Company is an environmental organization that provides carbon removal technology solutions for companies and individuals.,https://www.netzerocompany.org,Seed,1,5130000,EUR,5486038,Yes,Seed,3
Seed Round - Seqana,https://www.crunchbase.com/funding_round/seqana-seed--704364db,"AgTech, Carbon Capture, Food and Beverage, Software","Counteract, HTGF | High-Tech Gruenderfonds","Axel Stepken, Ben Brandt, Counteract, HTGF | High-Tech Gruenderfonds, Klaus Kunz, ReGen Ventures, Stefan Gross-Selbeck",2100000,EUR,2274596,Seed,2024-05-30,,,,Seqana,https://www.crunchbase.com/organization/seqana,"Berlin, Berlin, Germany, Europe",Seqana develops a software enabling carbon capturing for farmers.,https://seqana.com/,Seed,4,5690623,USD,5690623,Yes,Seed,7
Seed Round - Deltia,https://www.crunchbase.com/funding_round/deltia-seed--1fd46f1c,"Analytics, Artificial Intelligence (AI), B2B, Computer Vision, Machine Learning, SaaS, Software",Cavalry Ventures,"Better Angle, Cavalry Ventures, Christian Dahlen, Combination Ventures, Edward Grefenstette, Maximilian Viessmann, Merantix Capital, Nicolas Peters, Robin Capital, Walter Kortschak, Willi Tscheschner",4500000,EUR,4812525,Seed,2024-04-26,,,,Deltia,https://www.crunchbase.com/organization/deltia,"Berlin, Berlin, Germany, Europe",Unlocking a new level of productivity in manual processes with the power of computer vision and AI-based analytics,https://www.deltia.ai/,Seed,2,6100000,EUR,6392883,Yes,Seed,11
Seed Round - CUREosity,https://www.crunchbase.com/funding_round/cureosity-seed--678d6628,"Health Care, Medical, Medical Device, SaaS, Software, Therapeutics, Virtual Reality",,"ADVANT Beiten, FORVIS, Nomainvest, TechVision Fund",3800000,EUR,4063732,Seed,2024-06-24,,,,CUREosity,https://www.crunchbase.com/organization/cureosity,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",CUREosity is a Med-Tech company that provides VR-based therapy-solutions on a SaaS business model,https://www.cureosity.de/,Seed,3,8400000,EUR,9351015,Yes,Seed,4
Pre Seed Round - hexafarms,https://www.crunchbase.com/funding_round/hexafarms-pre-seed--6bfa2699,"AgTech, B2B, SaaS",Speedinvest,"Mudcake, Speedinvest, Techstars",1300000,EUR,1405807,Pre-Seed,2024-05-14,,,,hexafarms,https://www.crunchbase.com/organization/hexafarms,"Berlin, Berlin, Germany, Europe",Hexafarms offers a SaaS that enables greenhouses and vertical indoor farms to save on their operations and production.,https://hexafarms.com,Seed,2,1525807,USD,1525807,Yes,Seed,3
Pre Seed Round - Confidentialmind,https://www.crunchbase.com/funding_round/confidentialmind-pre-seed--9e1706eb,"Artificial Intelligence (AI), Enterprise Software, Machine Learning",Failup Ventures,"Daniel Fried, Failup Ventures, Ilkka Hiidenheimo, Innovestor, Jan Goetz, Jonathan Scudder, Juha Vartiainen",1000000,EUR,1068691,Pre-Seed,2024-06-21,,,,Confidentialmind,https://www.crunchbase.com/organization/confidentialmind,"Espoo, Southern Finland, Finland, Europe",On-premises generative AI platform,https://www.confidentialmind.com/,Seed,4,1587000,EUR,1697370,Yes,Seed,7
Seed Round - Tilta,https://www.crunchbase.com/funding_round/tilta-2ea3-seed--b2a7519e,"Financial Services, Information Technology",,"10x Founders, Angel Invest, Dreamcraft Ventures, ff Venture Capital, STS Ventures, Venista Ventures, Venture Stars",,,,Seed,2024-06-14,,,,Tilta,https://www.crunchbase.com/organization/tilta-2ea3,"Berlin, Berlin, Germany, Europe",Building brings frictionless payment terms to B2B marketplaces and merchants.,https://tilta.io/,Seed,4,34000000,EUR,36184075,Yes,Seed,7
Seed Round - Enzo,https://www.crunchbase.com/funding_round/enzo-41f5-seed--352e6f8f,"FinTech, Insurance, InsurTech, Property Insurance",,"2bX, Alexander Grimm, Gerhard Frieg, Peter Schneider, Styx Urban Investments",2300000,EUR,2511945,Seed,2024-07-12,,,,Enzo,https://www.crunchbase.com/organization/enzo-41f5,"Heidelberg, Baden-Wurttemberg, Germany, Europe",Enzo is an InsurTech with the goal to become Europe's leading and smartest homeowners insurance.,https://www.heyenzo.com/,Seed,2,2300000,EUR,2511945,Yes,Seed,5
Pre Seed Round - Faircado,https://www.crunchbase.com/funding_round/faircado-pre-seed--8e096f92,"Browser Extensions, E-Commerce, GreenTech, Marketplace, Sustainability",World Fund,"Accel, General Catalyst, Impact Shakers, Lightspeed Venture Partners, New Enterprise Associates, Northzone, World Fund",2250000,EUR,2441541,Pre-Seed,2024-05-28,,,,Faircado,https://www.crunchbase.com/organization/faircado,"Berlin, Berlin, Germany, Europe","Faircado is making sustainable consumption easy, attractive and affordable through its AI-powered second-hand shopping assistant",https://faircado.com/,Seed,2,3000000,EUR,3222903,Yes,Seed,7
Seed Round - Quantlytica,https://www.crunchbase.com/funding_round/quantlytica-2ee6-seed--8994f33c,"Information Technology, Internet",,"Connectico Capital, DWF Labs, Eureka Partners, Polygon, Web3Port",1000000,EUR,1091500,Seed,2024-08-08,,,,Quantlytica,https://www.crunchbase.com/organization/quantlytica-2ee6,"Helsinki, Southern Finland, Finland, Europe",Quantlytica is the creator of an AI-powered multi-chain liquidity distribution system.,https://www.quantlytica.com,Seed,1,1000000,EUR,1091500,Yes,Seed,5
Pre Seed Round - Northbound,https://www.crunchbase.com/funding_round/northbound-822f-pre-seed--57647691,"Logistics, Real Time",Apex Black,"Apex Black, DB Schenker, IBB Ventures, Id4 ventures, MVP Factory",1300000,EUR,1407006,Pre-Seed,2024-07-10,,,,Northbound,https://www.crunchbase.com/organization/northbound-822f,"Berlin, Berlin, Germany, Europe",Northbound uses optimized container logistics to charge delay and demurrage.,https://www.getnorthbound.ai,Seed,1,1300000,EUR,1407006,Yes,Seed,5
Pre Seed Round - forward earth,https://www.crunchbase.com/funding_round/forward-earth-pre-seed--0a018955,"Information Technology, Internet",Speedinvest,"Anna Alex, Benedikt Franke, European Union, Revent, Speedinvest",3200000,EUR,3432313,Pre-Seed,2024-06-18,,,,forward earth,https://www.crunchbase.com/organization/forward-earth,"Berlin, Berlin, Germany, Europe",forward earth is the embedded AI-powered carbon management to get compliant results faster.,https://www.forward-earth.com/,Seed,2,4400000,EUR,4719430,Yes,Seed,5
Seed Round - Steep,https://www.crunchbase.com/funding_round/steep-8c0e-seed--78bbb55a,"Analytics, Data Center, Software","Connect Ventures, Inventure","Alliance VC, Antler, Connect Ventures, Greens Ventures, Inventure",4000000,EUR,4297619,Seed,2024-07-03,,,,Steep,https://www.crunchbase.com/organization/steep-8c0e,"Stockholm, Stockholms Lan, Sweden, Europe","Steep is a BI tool for modern companies. Built for the semantic layer, it’s intuitive and easy for everyone in the organization.",https://steep.app/,Seed,2,5000000,EUR,5267688,Yes,Seed,5
Seed Round - JUPUS,https://www.crunchbase.com/funding_round/jupus-by-iurtech-seed--dfcacf52,"Artificial Intelligence (AI), Legal Tech, SaaS",HTGF | High-Tech Gruenderfonds,"Combination VC, Felix Plog, HTGF | High-Tech Gruenderfonds, Philipp Hammerich, Stefan C. Schicker",1300000,EUR,1410668,Seed,2024-05-28,,,,JUPUS,https://www.crunchbase.com/organization/jupus-by-iurtech,"Cologne, Nordrhein-Westfalen, Germany, Europe",JUPUS is the AI secretary for law firms,https://www.jupus.de,Seed,3,1850000,EUR,2007415,Yes,Seed,5
Seed Round - Versiro,https://www.crunchbase.com/funding_round/versiro-seed--963b29bd,"Real Time, Software",Alliance VC,"Alliance VC, Fredrik Thomassen, Hans Geelmuyden, Henrik Langeland, Johannes Teyssen, Nikolai Heum, Sondo Capital",2300000,EUR,2471131,Seed,2024-07-03,8200000,EUR,8810118,Versiro,https://www.crunchbase.com/organization/versiro,"Trondheim, Sor-Trondelag, Norway, Europe","Versiro is a real-time, multi-market decision support platform for electrical power assets.",https://www.versiro.com,Seed,1,2300000,EUR,2471131,Yes,Seed,7
Pre Seed Round - InSpacePropulsion Technologies,https://www.crunchbase.com/funding_round/inspacepropulsion-technologies-pre-seed--8b051fa1,GreenTech,HTGF | High-Tech Gruenderfonds,"First Momentum Ventures, HTGF | High-Tech Gruenderfonds, Possible Ventures",2000000,EUR,2144105,Pre-Seed,2024-07-02,,,,InSpacePropulsion Technologies,https://www.crunchbase.com/organization/inspacepropulsion-technologies,"Harthausen, Rheinland-Pfalz, Germany, Europe",ISPTech is a Spin-Off of the Institute of Space Propulsion at the German Aerospace Center (DLR).,https://isptech.space,Seed,1,2000000,EUR,2144105,Yes,Seed,3
Seed Round - Bitmagic,https://www.crunchbase.com/funding_round/roleverse-seed--f065e628,,Korea Investment Partners,"Korea Investment Partners, Maarten de Koning, Sisu Game Ventures, Supercell",4000000,EUR,4288211,Seed,2024-07-02,,,,Bitmagic,https://www.crunchbase.com/organization/roleverse,"Helsinki, Southern Finland, Finland, Europe","Bitmagic creates a game concept, builds a background story and creates an immersive 3D world",https://bitmagic.games,Seed,1,4000000,EUR,4288211,Yes,Seed,4
Seed Round - Terra One,https://www.crunchbase.com/funding_round/terra-one-seed--9f3f83e5,"Battery, Energy Storage","Neosfer, PT1","468 Capital, a16z Scout Fund, Essential Capital, Hedosophia, Jan Beckers, Maximilian Tayenthal, Neosfer, PT1",7000000,EUR,7508724,Seed,2024-04-25,,,,Terra One,https://www.crunchbase.com/organization/terra-one,"Berlin, Berlin, Germany, Europe",Terra One engages in the development and operation of large-scale battery storage systems.,https://www.terra.one/en,Seed,1,7000000,EUR,7508724,Yes,Seed,8
Seed Round - SynthFlow AI,https://www.crunchbase.com/funding_round/synthflow-ai-seed--6e40369a,"Artificial Intelligence (AI), Productivity Tools, Software",Singular,"Atlantic Labs, Singular",7400000,USD,7400000,Seed,2024-06-27,,,,SynthFlow AI,https://www.crunchbase.com/organization/synthflow-ai,"Berlin, Berlin, Germany, Europe","Synthflow AI empowers businesses to build customizable, no-code AI voice assistants that handle a variety of tasks.",https://synthflow.ai,Seed,2,8984617,USD,8984617,Yes,Seed,2
Pre Seed Round - Silo Team,https://www.crunchbase.com/funding_round/silo-team-pre-seed--fda3b18d,"B2B, Software, Software Engineering","Fuel Ventures, Pitchdrive","Ferdinand Dietrich, Fuel Ventures, Genesis Ventures, HATCHER+, Henrik Stjernström, Jenny Leister, Michael Proszynski, Pitchdrive, Roi Ventures, StartupIst VC",1285000,USD,1285000,Pre-Seed,2024-04-17,,,,Silo Team,https://www.crunchbase.com/organization/silo-team,"Stockholm, Stockholms Lan, Sweden, Europe",Silo Team is a platform that manages the entire developer lifecycle.,https://www.silo.team,Seed,3,1379642,USD,1379642,Yes,Seed,10
Pre Seed Round - DYNO,https://www.crunchbase.com/funding_round/dyno-d26d-pre-seed--25c2b64e,"Employment, Human Resources",Haufe Group Ventures,"Haufe Group Ventures, LEA Partners, Mätch VC, Quiet Ventures",1000000,EUR,1089072,Pre-Seed,2024-07-22,,,,DYNO,https://www.crunchbase.com/organization/dyno-d26d,"Offenburg, Baden-Wurttemberg, Germany, Europe",DYNO is a company that offers digital and provision-free solutions for occupational pension schemes.,https://heydyno.de,Seed,2,2500000,EUR,2679571,Yes,Seed,4
Seed Round - Torg,https://www.crunchbase.com/funding_round/torg-seed--b7b8a823,,Connect Ventures,"Connect Ventures, FoodLabs, Jonas Meynert, Sameer Singh, Sondo Capital, Ventures Together",2700000,EUR,2931902,Seed,2024-04-09,,,,Torg,https://www.crunchbase.com/organization/torg,"Berlin, Berlin, Germany, Europe",Torg puts the largest base of suppliers in F&B at the fingertips of buyers with an intuitive SaaS to simplify sourcing.,https://usetorg.com/,Seed,1,2700000,EUR,2931902,Yes,Seed,6
Seed Round - Cloover,https://www.crunchbase.com/funding_round/cloover-seed--b368ddb1,"Embedded Systems, Financial Services, Renewable Energy",Lowercarbon Capital,"9900 Capital, Lowercarbon Capital, QED Investors",5500000,USD,5500000,Seed,2024-05-28,,,,Cloover,https://www.crunchbase.com/organization/cloover,"Stockholm, Stockholms Lan, Sweden, Europe","Cloover provides embedded financial services, software, and energy solutions to facilitate a successful energy transition.",https://cloover.co,Seed,3,121376458,USD,121376458,Yes,Seed,3
Pre Seed Round - W1NNAS,https://www.crunchbase.com/funding_round/w1nnas-pre-seed--11677d03,"Food Processing, Nutrition, Wellness",,"Arndt Wippert, Christian Zott, Florian Hoffmann, Johannes Meyer, Lucas Teuchner, Stefan Bauer, Thomas Sailer, Willy Umland",370000,EUR,398509,Pre-Seed,2024-05-06,,,,W1NNAS,https://www.crunchbase.com/organization/w1nnas,"Cologne, Nordrhein-Westfalen, Germany, Europe","W1NNAS is a company that develops nutritional supplements for the health and wellness industry, with a concentration on the sports market.",https://w1nnas.de,Seed,1,370000,EUR,398509,Yes,Seed,8
Seed Round - Tandem Health,https://www.crunchbase.com/funding_round/tandem-health-aeb2-seed--5e53b00d,"Health Care, Hospital",Northzone,"Amino Collective, Northzone",9500000,USD,9500000,Seed,2024-06-19,,,,Tandem Health,https://www.crunchbase.com/organization/tandem-health-aeb2,"Stockholm, Stockholms Lan, Sweden, Europe",Tandem Health creates technologies that simplify administration in healthcare.,https://www.tandemhealth.ai/en,Seed,1,9500000,USD,9500000,Yes,Seed,2
Seed Round - Saiz,https://www.crunchbase.com/funding_round/saiz-seed--81590c5a,Information Technology,"Enjoyventure Management, Salica","Enjoyventure Management, Gateway Ventures, Houghton Street Ventures, Salica",2500000,EUR,2728718,Seed,2024-07-18,,,,Saiz,https://www.crunchbase.com/organization/saiz,"Berlin, Berlin, Germany, Europe",Saiz fits individual products to individual shoppers making it the most accurate size recommendation and fit solution.,https://www.saiz.io/,Seed,2,2500000,EUR,2728718,Yes,Seed,4
Seed Round - Atium,https://www.crunchbase.com/funding_round/atium-seed--994619a7,"CleanTech, Environmental Engineering, Water Purification","Chalmers Ventures AB, Gladium","Butterfly Ventures, Chalmers Ventures AB, Gladium, GOKAP Invest, NextSTEP",6700000,SEK,635643,Seed,2024-06-17,,,,Atium,https://www.crunchbase.com/organization/atium,"Göteborg, Vastra Gotaland, Sweden, Europe",Atium is developing a new generation of water treatment technologies for heavy metal removal.,http://www.atium.se/,Seed,4,9940000,SEK,998268,Yes,Seed,5
Seed Round - Blue Scarab Entertainment,https://www.crunchbase.com/funding_round/blue-scarab-entertainment-seed--9867472d,Gaming,"Behold Ventures, NetEase","Behold Ventures, Jonas Antonsson, NetEase, Stefan Lindeberg, Ólafur Andri Ragnarsson",7000000,USD,7000000,Seed,2024-07-17,,,,Blue Scarab Entertainment,https://www.crunchbase.com/organization/blue-scarab-entertainment,"Segeltorp, Stockholms Lan, Sweden, Europe",Blue Scarab Entertainment is a new game studio.,https://www.bluescarab.com,Seed,1,7000000,USD,7000000,Yes,Seed,5
Pre Seed Round - mika,https://www.crunchbase.com/funding_round/mika-de69-pre-seed--703062e0,"Accounting, Document Management, Financial Services, Human Resources",Samen Slimmer Alliance,Samen Slimmer Alliance,800000,EUR,858078,Pre-Seed,2024-06-18,,,,mika,https://www.crunchbase.com/organization/mika-de69,"Berlin, Berlin, Germany, Europe","mika is an accounting solution firm that offers monthly bookkeeping, payroll, invoice management, and financial planning services.",https://www.getmika.de,Seed,1,800000,EUR,858078,Yes,Seed,1
Seed Round - Volektra,https://www.crunchbase.com/funding_round/volektra-seed--e7dd9e63,Automotive,Ecozen,"Ecozen, Growth Factory, Polish Agency for Enterprise Development, ThinKuvate",,,,Seed,2024-04-01,,,,Volektra,https://www.crunchbase.com/organization/volektra,"München, Bayern, Germany, Europe",Volektra is a hard-tech firm with a definite and singular vision to transform the world of micro-mobility into a 100% electric realm.,https://volektra.com,Seed,1,,,,Yes,Seed,4
Seed Round - Planeteers,https://www.crunchbase.com/funding_round/planeteers-seed--b5ed4eda,"Carbon Capture, Environmental Engineering, GreenTech, Manufacturing",,"BonVenture, Clima Now, Energie360°",,,,Seed,2024-07-31,,,,Planeteers,https://www.crunchbase.com/organization/planeteers,"Hamburg, Hamburg, Germany, Europe",We capture CO2 in water and unleash the potential of the oceans as the largest carbon sink on our planet.,https://planeteers.de/,Seed,1,,,,Yes,Seed,3
Pre Seed Round - Seaqure Labs AB,https://www.crunchbase.com/funding_round/seaqure-labs-ab-pre-seed--a92387fb,Biotechnology,Chalmers Ventures AB,Chalmers Ventures AB,350000,SEK,34471,Pre-Seed,2024-08-27,,,,Seaqure Labs AB,https://www.crunchbase.com/organization/seaqure-labs-ab,"Gothenburg, Vastra Gotaland, Sweden, Europe",Seaqure Labs is a biotech startup utilizing mycoproteins as the solution for current unsustainable methods within aquaculture.,https://www.seaqurelabs.com,Seed,1,350000,SEK,34471,Yes,Seed,1
Pre Seed Round - Flow Computing,https://www.crunchbase.com/funding_round/flow-computing-pre-seed--df5df9d5,,Butterfly Ventures,"Business Finland, Butterfly Ventures, FOV Ventures, Sarsia, Stephen Industries, Superhero Capital",4000000,EUR,4291233,Pre-Seed,2024-06-11,,,,Flow Computing,https://www.crunchbase.com/organization/flow-computing,"Helsinki, Southern Finland, Finland, Europe",Flow Computing improves the CPU performance for AI and general-purpose parallel computing applications.,https://flow-computing.com,Seed,1,4000000,EUR,4291233,Yes,Seed,6
Seed Round - SmartLoC,https://www.crunchbase.com/funding_round/smartloc-c55c-seed--8300c4e8,"Finance, FinTech, Internet of Things, Payments, Supply Chain Management",HTGF | High-Tech Gruenderfonds,"HTGF | High-Tech Gruenderfonds, Loggerhead Ventures, MBG Schleswig-Holstein",1800000,EUR,1958602,Seed,2024-06-06,,,,SmartLoC,https://www.crunchbase.com/organization/smartloc-c55c,"Bad Oldesloe, Schleswig-Holstein, Germany, Europe","SmartLoC is a fintech company that provides trading solutions, IoT baked tracking, payment solutions, and supply chain management services.",https://smartloc.link/,Seed,1,1800000,EUR,1958602,Yes,Seed,3
Seed Round - Goodcarbon,https://www.crunchbase.com/funding_round/goodcarbon-seed--cae9d9e6,"CleanTech, Information Technology, Sustainability",Ocean 14 Capital,"468 Capital, Greenfield, Ocean 14 Capital, Planet A Ventures, Silverstrand Capital",5250000,EUR,5631543,Seed,2024-04-25,,,,Goodcarbon,https://www.crunchbase.com/organization/goodcarbon,"Berlin, Berlin, Germany, Europe",Goodcarbon offers access to existing and emerging natural climate solutions projects and related carbon streams across soil and forest.,https://www.goodcarbon.earth/,Seed,2,10250000,EUR,10894263,Yes,Seed,5
Pre Seed Round - Leasi,https://www.crunchbase.com/funding_round/leasi-pre-seed--9c4d6dda,"Fleet Management, SaaS, Software",,"Gnist Capital, Skanska, Startuplab, WiSEED",1100000,EUR,1183322,Pre-Seed,2024-07-01,,,,Leasi,https://www.crunchbase.com/organization/leasi,"Trondheim, Sor-Trondelag, Norway, Europe",Leasi is a software that enables companies to run machines and equipment efficiently by providing a complete overview across the fleet.,https://leasi.no/,Seed,2,1100000,EUR,1183322,Yes,Seed,4
Seed Round - Spoor,https://www.crunchbase.com/funding_round/spoor-seed--b26b4e00,"Artificial Intelligence (AI), Machine Learning, Software, Wind Energy",,"Birger Magnus, Erlend Prestgard, Futurum Ventures, Harald Norvik, Nysnø, Patrik Berglund, Superorganism, Ørsted Ventures",43000000,NOK,4019086,Seed,2024-05-16,,,,Spoor,https://www.crunchbase.com/organization/spoor,"Oslo, Oslo, Norway, Europe",Next generation biodiversity monitoring that enables industry and nature to coexist,https://www.spoor.ai/,Seed,4,4129086,USD,4129086,Yes,Seed,8
Seed Round - Cluby,https://www.crunchbase.com/funding_round/cluby-seed--76500578,"Information Technology, Internet",Vendep Capital,"Elias Aalto, Pekka Koskinen, Vendep Capital",2900000,EUR,3108953,Seed,2024-07-02,,,,Cluby,https://www.crunchbase.com/organization/cluby,"Helsinki, Southern Finland, Finland, Europe",Cluby is a technology platform that provides restaurants with the best tools for managing and communicating with loyal consumers.,https://cluby.com,Seed,1,2900000,EUR,3108953,Yes,Seed,3
Seed Round - ecoLocked,https://www.crunchbase.com/funding_round/ecolocked-seed--8b6a8fbe,"Advanced Materials, Building Material, Carbon Capture, CleanTech, Green Building","Climentum Capital, Matterwave Ventures","Climentum Capital, Counteract, Matterwave Ventures, Sabancı Ventures, SFO, Voyagers",3900000,EUR,4243863,Seed,2024-06-04,,,,ecoLocked,https://www.crunchbase.com/organization/ecolocked,"Berlin, Berlin, Germany, Europe",ecoLocked is turning buildings into carbon sinks by developing CO2-negative building materials.,https://ecolocked.com,Seed,5,5950000,EUR,6285401,Yes,Seed,6
Seed Round - Unitap,https://www.crunchbase.com/funding_round/unitap-seed--62cd02f7,"Bitcoin, Cryptocurrency",X Ventures,"Altier Capital, MeowCapital, Primony, Unidentified, X Ventures",,,,Seed,2024-05-29,,,,Unitap,https://www.crunchbase.com/organization/unitap,"Monheim, Bayern, Germany, Europe",UniTap is a decentralized financial platform that primarily offers trustless on-chain token exchange tools.,https://unitap.io,Seed,1,,,,Yes,Seed,5
Pre Seed Round - a2zebra,https://www.crunchbase.com/funding_round/a2zebra-pre-seed--3628e93a,"E-Learning, Education",,"Christian Sprinkmeyer, Kai Naujoks, Marcus Stahl, Patric Fassbender, Robert Maier, Roland Fassauer, Saarbruecker 21, Sebastian Heide-Meyer zu Erpen",500000,USD,500000,Pre-Seed,2024-04-04,,,,a2zebra,https://www.crunchbase.com/organization/a2zebra,"Berlin, Berlin, Germany, Europe",a2zebra is a zebra company that specializes in instructional technology for elementary school kids.,https://tuktoro.com,Seed,1,500000,USD,500000,Yes,Seed,8
Seed Round - ACE Alternatives,https://www.crunchbase.com/funding_round/ace-alternatives-seed--b99b1546,"Accounting, Consulting, Financial Services, FinTech, SaaS, Tax Consulting, Venture Capital",Bob Kneip,Bob Kneip,,,,Seed,2024-06-14,,,,ACE Alternatives,https://www.crunchbase.com/organization/ace-alternatives,"Berlin, Berlin, Germany, Europe","ACE Alternatives, is a tech-driven managed services provider for Alternative Assets; fund admin, compliance, tax, accounting, ESG.",https://www.ace-alternatives.com,Seed,1,,,,Yes,Seed,1
Seed Round - Photoncycle,https://www.crunchbase.com/funding_round/photoncycle-seed--e2711937,"Energy, Energy Storage, Renewable Energy, Semiconductor, Solar",Lifeline Ventures,"Eviny Ventures, Lifeline Ventures, Luminar Ventures, Momentum Partners",5000000,EUR,5384090,Seed,2024-04-02,,,,Photoncycle,https://www.crunchbase.com/organization/photoncycle,"Oslo, Oslo, Norway, Europe",Renewable Energy Semiconductor Manufacturing,https://www.photoncycle.com,Seed,1,5000000,EUR,5384090,Yes,Seed,4
