Transaction Name,Transaction Name URL,Organization Industries,Lead Investors,Investor Names,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Type,Announced Date,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Organization Name,Organization Name URL,Organization Location,Organization Description,Organization Website,Funding Stage,Number of Funding Rounds,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Funding Status,Number of Investors
Pre Seed Round - LABELS,https://www.crunchbase.com/funding_round/labels-pre-seed--cc4d6748,"E-Commerce, Logistics",,,365000,EUR,384536,Pre-Seed,2022-05-01,,,,LABELS,https://www.crunchbase.com/organization/labels,"Berlin, Berlin, Germany, Europe","We bring 0 waste, 0 emissions, 30-minute deliveries to e-commerce.",https://labels.cc,Seed,1,365000,EUR,384536,Yes,Seed,
Pre Seed Round - florada,https://www.crunchbase.com/funding_round/florada-pre-seed--f78dafd6,"E-Commerce, Information Technology, Software, Trading Platform",,,385000,EUR,392190,Pre-Seed,2022-07-08,,,,florada,https://www.crunchbase.com/organization/florada,"Hanover, Niedersachsen, Germany, Europe",florada is a platform which digitalizes the floral industry by connecting consumers and florists.,http://www.florada.de,Seed,2,685000,EUR,715483,Yes,Seed,
Pre Seed Round - Everstores,https://www.crunchbase.com/funding_round/everstores-pre-seed--0195b531,"E-Commerce, Software",Picus Capital,Picus Capital,2000000,EUR,2262315,Pre-Seed,2022-01-05,,,,Everstores,https://www.crunchbase.com/organization/everstores,"Berlin, Berlin, Germany, Europe",Everstores is building a technology platform to unlock the D2C (direct-to-consumer) e-commerce asset class at scale.,https://everstores.com/,Seed,3,20000000,EUR,19905915,Yes,Seed,1
Seed Round - XO Life,https://www.crunchbase.com/funding_round/xo-life-seed--6d889e2e,"Health Care, Medical, Pharmaceutical",SeedLink Ventures,"Aescuvest, MediVentures, SeedLink Ventures",2000000,EUR,2274565,Seed,2022-02-16,,,,XO Life,https://www.crunchbase.com/organization/xo-life,"München, Bayern, Germany, Europe",XO Life connects patients and pharma for the better life.,https://xo-life.com/,Seed,2,9000000,EUR,10070759,Yes,,3
Seed Round - Klar,https://www.crunchbase.com/funding_round/klar-5391-seed--d69808d5,"Data Center, E-Commerce, Software",Cherry Ventures,"Benedikt Sauter, Benjamin Kremer, Cherry Ventures, Malte Horeyseck, Moritz Philipp Weisbrodt, Philipp Triebel, Samir El-Sabini",2300000,EUR,2551052,Seed,2022-03-29,,,,Klar,https://www.crunchbase.com/organization/klar-5391,"Munich, Bayern, Germany, Europe",Klar engages in building data platforms for growing e-commerce brands.,https://www.getklar.com/?utm_source=linkedin&utm_medium=social&utm_campaign=company-page,Seed,1,2300000,EUR,2551052,Yes,Seed,7
Seed Round - Kynda,https://www.crunchbase.com/funding_round/kynda-c7a9-seed--444ff6ad,"Biotechnology, Food Processing",,"Adrian Frenzel, Andreas Kupke, Anne Lemcke, Arman Anatürk, Better Ventures, Dennis Aogo, FoodLabs, Julius Wiesenhuetter, Kağan Sümer, Ludwig Cramer-Klett, Moritz Heininger, Moritz Kloss, Shio Capital, Stefan Lemcke, Steffen Behn, Stephen Weich, Sustainable Food Ventures, Twin Peaks Capital, Ugur Samut",1800000,EUR,2047311,Seed,2022-01-01,,,,Kynda,https://www.crunchbase.com/organization/kynda-c7a9,"Jelmstorf, Niedersachsen, Germany, Europe",Kynda is a producer of vegan foods and mycelium in-house using accessible biotechnology.,https://www.kyndatech.com/,Seed,1,1800000,EUR,2047311,Yes,Seed,19
Pre Seed Round - Intended Future,https://www.crunchbase.com/funding_round/intended-future-ab-pre-seed--e93a740c,"Automotive, Consumer Research, Manufacturing, Product Design",,Chalmers Ventures AB,,SEK,,Pre-Seed,2022-02-22,,,,Intended Future,https://www.crunchbase.com/organization/intended-future-ab,"Gothenburg, Vastra Gotaland, Sweden, Europe","Intended Future, transforming customer expectations into success for Automotive Design & Engineering. We transform human senses into data.",https://intendedfuture.ai/,Seed,3,1462000,SEK,146023,Yes,Seed,1
Pre Seed Round - unea,https://www.crunchbase.com/funding_round/unea-pre-seed--adc3097b,"Enterprise Software, SaaS, Software",,"Benita Krahforst, Christian Dereser, Daniel Khachab, IBB Ventures, Katharina Kurz, Marcus Borner, Moritz Kreppel, Philipp Petrescu, Philipp Westermeyer, Torben Schreiter, True Growth Capital",2300000,USD,2300000,Pre-Seed,2022-02-22,,,,unea,https://www.crunchbase.com/organization/unea,"Berlin, Berlin, Germany, Europe","unea is a platform for business collaborations, bookings, and payments.",https://www.unea.io/,Seed,1,2300000,USD,2300000,Yes,Seed,11
Seed Round - Graswald,https://www.crunchbase.com/funding_round/graswald-seed--90304210,"3D Technology, Digital Entertainment, Media and Entertainment, Music","HTGF | High-Tech Gruenderfonds, Lakestar","HTGF | High-Tech Gruenderfonds, Lakestar",1250000,EUR,1316144,Seed,2022-05-10,,,,Graswald,https://www.crunchbase.com/organization/graswald,"Hanover, Niedersachsen, Germany, Europe",Graswald engages in the creation of natural and digital 3D worlds for the entertainment industry.,https://www.graswald3d.com/,Seed,3,4616144,USD,4616144,Yes,Seed,2
Seed Round - LastSwab,https://www.crunchbase.com/funding_round/lastswab-seed--2c55806b,"Environmental Consulting, Manufacturing, Renewable Energy",,"Jacob Wolff-Petersen, The Footprint Firm, Vaekstfonden",2700000,EUR,2977930,Seed,2022-03-22,,,,LastSwab,https://www.crunchbase.com/organization/lastswab,"Copenhagen, Hovedstaden, Denmark, Europe",LastSwab manufactures reusable cotton swab.,https://checkout.lastobject.com/,Seed,3,4304814,EUR,4769578,Yes,Seed,3
"Seed Round - Mintbase, Inc.",https://www.crunchbase.com/funding_round/mintbase-seed--ef418e69,"Cryptocurrency, Financial Services, Information Technology",,Ceras Ventures,,,,Seed,2022-02-25,,,,"Mintbase, Inc.",https://www.crunchbase.com/organization/mintbase,"Berlin, Berlin, Germany, Europe",Digital assets minted and backed by you,https://mintbase.io/,Seed,4,13500000,USD,13500000,Yes,Early Stage Venture,1
Seed Round - GLX Analytix,https://www.crunchbase.com/funding_round/glx-analytix-seed--35e67404,"Biotechnology, Health Care, Medical, Precision Medicine",DigitalDx Ventures,"CBC Investment Group, DigitalDx Ventures, Vaekstfonden",,,,Seed,2022-06-14,,,,GLX Analytix,https://www.crunchbase.com/organization/glx-analytix,"Copenhagen, Hovedstaden, Denmark, Europe","At GLX Analytix, we combine a new, proprietary class of blood biomarker with AI to bring personalized medicine to your healthcare.",https://glxanalytix.com/,Seed,1,,,,Yes,Seed,3
Pre Seed Round - Pult,https://www.crunchbase.com/funding_round/pultcom-pre-seed--41f76b8e,"Enterprise Software, Human Resources, SaaS, Software",,,,,,Pre-Seed,2022-01-01,,,,Pult,https://www.crunchbase.com/organization/pultcom,"Hamburg, Hamburg, Germany, Europe",Pult is a SaaS company that helps companies deliver a delightful hybrid workplace experience,https://pult.com/,Seed,1,,,,Yes,Seed,
Pre Seed Round - Kaldi,https://www.crunchbase.com/funding_round/kaldi-a01e-pre-seed--ee06c675,"Finance, Financial Services, FinTech",,SFC Capital,1000000,GBP,1195120,Pre-Seed,2022-07-05,,,,Kaldi,https://www.crunchbase.com/organization/kaldi-a01e,"England, Nordrhein-Westfalen, Germany, Europe",Kaldi develops an investment app for consumers that allows direct savings access.,https://www.kaldiapp.co.uk,Seed,3,1680150,GBP,2054693,Yes,,1
Pre Seed Round - LabDAO,https://www.crunchbase.com/funding_round/labdao-pre-seed--f5e622f7,"Biotechnology, Life Science, Product Research",,Orange DAO,,,,Pre-Seed,2022-05-31,,,,LabDAO,https://www.crunchbase.com/organization/labdao,"Berlin, Berlin, Germany, Europe",LabDAO is a research organization designed to unlock progress in the computational life sciences.,https://www.labdao.xyz,Seed,2,3600000,USD,3600000,Yes,Seed,1
Seed Round - LAYZR,https://www.crunchbase.com/funding_round/layzr-seed--018c1c18,"Gaming, Media and Entertainment, Online Games, Recreation, Serious Games, Video Games, Video Streaming",Atlantic Labs,Atlantic Labs,,,,Seed,2022-03-18,,,,LAYZR,https://www.crunchbase.com/organization/layzr,"Ehingen, Baden-Wurttemberg, Germany, Europe",Enhancing live-streaming through instant community gaming and customizable animated avatars.,https://www.layzr.gg/,Seed,1,,,,Yes,Seed,1
Pre Seed Round - WARGdrones,https://www.crunchbase.com/funding_round/wargdrones-pre-seed--6cb2cce9,"Artificial Intelligence (AI), Drones, Software",,,100000,EUR,110485,Pre-Seed,2022-04-01,,,,WARGdrones,https://www.crunchbase.com/organization/wargdrones,"Hamburg, Hamburg, Germany, Europe","WARGdrones creates automated drone solutions, aided by artificial intelligence, to address complex tasks like explosive ordnance disposal.",https://wargdrones.de/en,Seed,6,850000,EUR,928295,Yes,Seed,
Pre Seed Round - F&B Technologies GmbH,https://www.crunchbase.com/funding_round/f-b-technologies-gmbh-pre-seed--7c317d15,"Coffee, Food and Beverage, Industrial Automation, Robotics",,,250000,EUR,281833,Pre-Seed,2022-02-01,,,,F&B Technologies GmbH,https://www.crunchbase.com/organization/f-b-technologies-gmbh,"Hamburg, Hamburg, Germany, Europe",the moc is an IoT enabled company that brings automated and data driven specialty coffee to the streets.,https://themoc.io/,Seed,1,250000,EUR,281833,Yes,Seed,
Pre Seed Round - Tapline,https://www.crunchbase.com/funding_round/tapline-pre-seed--8cbf2ba5,"Financial Services, FinTech",,,,,,Pre-Seed,2022-03-01,,,,Tapline,https://www.crunchbase.com/organization/tapline,"Berlin, Berlin, Germany, Europe","Digital funding marketplace allowing SaaS companies to raise instant non dilutive, non debt like capital to further grow their business",https://tapline.io,Seed,4,33443207,USD,33443207,Yes,Seed,
Seed Round - Jonna,https://www.crunchbase.com/funding_round/jonna-seed--d0a2e852,"Cycling, E-Commerce, Electric Vehicle, Leasing, Marketplace",,EIT Urban Mobility,,,,Seed,2022-05-01,,,,Jonna,https://www.crunchbase.com/organization/jonna,"Stockholm, Stockholms Lan, Sweden, Europe",Jonna is a end-to-end online marketplace for buying and selling refurbished e-bikes. We also offer bikes and e-bikes on subscription.,https://www.jonnabike.se,Seed,1,,,,Yes,Seed,1
Seed Round - Heimladen,https://www.crunchbase.com/funding_round/heimladen-seed--f89b0de2,"Charging Infrastructure, Renewable Energy, Semiconductor, Sustainability",,"Andy Booke, David Balensiefen",,,,Seed,2022-04-20,,,,Heimladen,https://www.crunchbase.com/organization/heimladen,"Randersacker, Bayern, Germany, Europe",Heimladen primarily offers charging infrastructure for real estate.,https://heimladen.de/,Seed,2,,,,Yes,Seed,2
Pre Seed Round - ParcelBox Platform,https://www.crunchbase.com/funding_round/parcelbox-platform-pre-seed--4311ba1c,"Internet of Things, Logistics, Mobile Apps",,MECHIK GmbH,,,,Pre-Seed,2022-02-01,,,,ParcelBox Platform,https://www.crunchbase.com/organization/parcelbox-platform,"Berlin, Berlin, Germany, Europe",The platform manages authorized access to smart PostBoxes for parcels.,https://parcelbox.online,Seed,1,,,,Yes,Seed,1
Pre Seed Round - VIERLIVE,https://www.crunchbase.com/funding_round/vierlive-pre-seed--b429313d,"Music, Music Streaming, Video Streaming",,,370000,USD,370000,Pre-Seed,2022-05-24,2700000,USD,2700000,VIERLIVE,https://www.crunchbase.com/organization/vierlive,"Oslo, Oslo, Norway, Europe",VIERLIVE provides a streaming platform to produce the content.,https://vier.live/,Seed,1,370000,USD,370000,Yes,Seed,
Pre Seed Round - Instruments of Things,https://www.crunchbase.com/funding_round/instruments-of-things-pre-seed--7e703b40,"Audio, Augmented Reality, Consumer Electronics, Hardware, Internet of Things, Media and Entertainment, Metaverse, Motion Capture, Virtual Reality",MBG Schleswig-Holstein,MBG Schleswig-Holstein,150000,EUR,169831,Pre-Seed,2022-02-18,,,,Instruments of Things,https://www.crunchbase.com/organization/instruments-of-things,"Kiel, Schleswig-Holstein, Germany, Europe",Instruments of Things offers real-time controller to enable anybody to enter virtual worlds with new completely interaction possibilities.,https://instrumentsofthings.com/,Seed,3,336000,EUR,383719,Yes,Seed,1
Pre Seed Round - SKYSEED,https://www.crunchbase.com/funding_round/skyseed-pre-seed--09b1f213,"Drones, Environmental Engineering, Forestry, Natural Resources",,Loric Ventures,,,,Pre-Seed,2022-03-01,,,,SKYSEED,https://www.crunchbase.com/organization/skyseed,"Berlin, Berlin, Germany, Europe",Regrowing forests as a service with drones,https://www.skyseed.eco/,Seed,2,2000000,EUR,2124189,Yes,Seed,1
Seed Round - ENLYZE,https://www.crunchbase.com/funding_round/enlyze-seed--ea74f8a4,"Industrial Automation, Software",,vent.io,,,,Seed,2022-06-08,,,,ENLYZE,https://www.crunchbase.com/organization/enlyze,"Aachen, Nordrhein-Westfalen, Germany, Europe",ENLYZE focuses on OEE optimization for manufacturing companies with a special emphasis on performance and quality.,https://enlyze.com/,Seed,3,2200000,EUR,2449616,Yes,Seed,1
Seed Round - Culcha,https://www.crunchbase.com/funding_round/culcha-gmbh-seed--08e896e2,"Corporate Training, E-Learning, Education, Information Technology",,,1200000,EUR,1347527,Seed,2022-01-31,,,,Culcha,https://www.crunchbase.com/organization/culcha-gmbh,"Berlin, Berlin, Germany, Europe",Behavior change engine enabling transformers in companies to fully execute on their transformation goals throughout the entire staff base,https://culcha.com/,Seed,3,1850000,EUR,2146930,Yes,Seed,
Seed Round - filancore,https://www.crunchbase.com/funding_round/filancore-seed--bcac9e8c,"Automotive, Autonomous Vehicles, Blockchain, Cyber Security, Software",,ETO Gruppe,400000,EUR,450960,Seed,2022-02-25,,,,filancore,https://www.crunchbase.com/organization/filancore,"Limburgerhof, Rheinland-Pfalz, Germany, Europe",filancore helps organizations safeguard their digital business and assets in terms of a fully networked device and machine economy.,https://www.filancore.com/,Seed,2,828374,EUR,958403,Yes,Seed,1
Seed Round - KeepLocal,https://www.crunchbase.com/funding_round/keeplocal-seed--144fe355,"Coupons, Gift Card, Local Shopping, Retail",,,1800000,EUR,1932143,Seed,2022-05-31,,,,KeepLocal,https://www.crunchbase.com/organization/keeplocal,"Sankt Wendel, Saarland, Germany, Europe","We make gift cards of local regions, redeemable at thousands of partners, as easily available as those from the major (online) companies.",https://keeplocal.de,Seed,3,3300000,EUR,3749880,Yes,Seed,
Seed Round - Thankyoujane / Cantura,https://www.crunchbase.com/funding_round/thankyoujane-cantura-seed--4b0d6e8b,"Cannabis, Cosmetics, Dietary Supplements, Direct Marketing, E-Commerce, Health Care, Nutrition, Social Media Marketing",Torus Capital,Torus Capital,500000,EUR,570765,Seed,2022-01-15,4500000,EUR,5136887,Thankyoujane / Cantura,https://www.crunchbase.com/organization/thankyoujane-cantura,"Munich, Bayern, Germany, Europe",Leading German CBD & Cannabis Company,https://cantura.de/,Seed,3,935000,EUR,1083660,Yes,Seed,1
Seed Round - Patronus Group,https://www.crunchbase.com/funding_round/patronus-group-seed--ad0d4dc5,"Elderly, Health Care, Information Technology, Software",Cavalry Ventures,"Cavalry Ventures, Christopher Muhr, DN Capital, Emanuel Pallua, Hanno Heintzenberg, Johannes Roggendorf, Lukas Pieczonka, UVC Partners",7000000,USD,7000000,Seed,2022-05-25,,,,Patronus Group,https://www.crunchbase.com/organization/patronus-group,"Berlin, Berlin, Germany, Europe",Patronus Group is an elderly well-being company that assists parents and grandparents in living safely and independently in the future.,https://www.patronus-group.com,Seed,3,33762032,USD,33762032,Yes,Early Stage Venture,8
Pre Seed Round - Predium,https://www.crunchbase.com/funding_round/predium-pre-seed--69106a64,Information Services,"2bX, b2venture","2bX, b2venture, Christoph Zoeller, Kristofer Fichtner, Lisa Gradow, Maximilian Viessmann, Michael Wax",1600000,EUR,1687840,Pre-Seed,2022-05-17,,,,Predium,https://www.crunchbase.com/organization/predium,"Munich, Bayern, Germany, Europe",Predium is the platform for profitable and sustainable real estate management.,https://www.predium.de/,Seed,2,6100000,EUR,6543943,Yes,Seed,7
Pre Seed Round - Doctorflix,https://www.crunchbase.com/funding_round/doctorflix-pre-seed--aff9aa6b,"Continuing Education, Education, Health Care, Information Technology, Medical",,"22 Ventures, Stefan Peukert, Thomas Bachem",625000,EUR,690531,Pre-Seed,2022-04-01,,,,Doctorflix,https://www.crunchbase.com/organization/doctorflix,"Berlin, Berlin, Germany, Europe",Re-thinking knowledge exchange & networking for doctors globally.,https://doctorflix.de,Seed,2,2625000,EUR,2882040,Yes,Seed,3
Pre Seed Round - Impossible Cloud,https://www.crunchbase.com/funding_round/impossible-cloud-pre-seed--4749e465,"Cloud Storage, Internet, Security, Software, Web3",Laureus Capital,"Christian Kaul, Laureus Capital",3000000,EUR,3372177,Pre-Seed,2022-01-26,,,,Impossible Cloud,https://www.crunchbase.com/organization/impossible-cloud,"Hamburg, Hamburg, Germany, Europe","Impossible Cloud’s decentralized, enterprise-grade platform provides businesses faster, cheaper, and more secure cloud solutions.",https://www.impossiblecloud.com,Seed,2,10000000,EUR,10840102,Yes,Seed,2
Seed Round - Xeem,https://www.crunchbase.com/funding_round/xeem-seed--db3fe782,"Innovation Management, Online Portals, Recruiting",,"Carsten Maschmeyer, Dagmar Wöhrl",300000,EUR,319290,Seed,2022-04-26,,,,Xeem,https://www.crunchbase.com/organization/xeem,"Darmstadt, Hessen, Germany, Europe",Xeem is a digital recruiting and open innovation platform for young adults.,https://www.xeem.de/,Seed,1,300000,EUR,319290,Yes,Seed,2
Seed Round - Miljn,https://www.crunchbase.com/funding_round/miljn-seed--b72fc2a3,"Blockchain, Communities, Guides, Internet, Knowledge Management, Social Network",,Eschenburg Beteiligungsgesellschaft,500000,USD,500000,Seed,2022-01-15,1200000,USD,1200000,Miljn,https://www.crunchbase.com/organization/miljn,"Kiel, Schleswig-Holstein, Germany, Europe",Miljn is an internet based company that collect expert knowledge and make it executable.,https://miljn.com,Seed,1,500000,USD,500000,Yes,Seed,1
Seed Round - Service Automatics,https://www.crunchbase.com/funding_round/service-automatics-seed--64ec9575,"Consulting, Information Technology, SaaS, Software, Vending and Concessions",,,80000,EUR,90992,Seed,2022-01-01,,,,Service Automatics,https://www.crunchbase.com/organization/service-automatics,"Järvenpää, Southern Finland, Finland, Europe",Transforming customer service trough automation,https://www.serviceautomatics.com/,Seed,5,353000,EUR,412867,Yes,Seed,
Seed Round - REACH Finance,https://www.crunchbase.com/funding_round/digital-finance-864e-seed--a496d35d,"Finance, Financial Services, FinTech",,"BM H Beteiligungs-Managementgesellschaft Hessen, Christian Duve, Jan Weber",,,,Seed,2022-07-13,,,,REACH Finance,https://www.crunchbase.com/organization/digital-finance-864e,"Frankfurt, Hessen, Germany, Europe",REACH Finance offers digital financial planning services to millennials.,https://www.reach.finance/,Seed,1,,,,Yes,Seed,3
Seed Round - ArcticStartup,https://www.crunchbase.com/funding_round/arcticstartup-seed--2e3e7637,"Communities, Consulting, Digital Media, Internet, News, Social Entrepreneurship, Social Media",,"Elias Aalto, Gary Vaynerchuk, Henrik Poulsen, Juha-Petteri Kukkonen, Maija Itkonen, Markus Räikkönen, Marten Mickos, Tharald Nustad",,,,Seed,2022-05-19,,,,ArcticStartup,https://www.crunchbase.com/organization/arcticstartup,"Helsinki, Southern Finland, Finland, Europe","ArcticStartup is helping to build communities with uncapped opportunities through media, events, PR and consulting since 2007.",http://www.arcticstartup.com,Seed,4,,,,Yes,Seed,8
Pre Seed Round - SQIN,https://www.crunchbase.com/funding_round/sqin-pre-seed--803936ef,"Artificial Intelligence (AI), Health Care",,"A Round Capital, Accel, APX, Jens Apermann, Michael Schummert, Thomas Faschian, Thomas Hayo",,,,Pre-Seed,2022-05-23,,,,SQIN,https://www.crunchbase.com/organization/sqin,"Berlin, Berlin, Germany, Europe",SQIN is an AI health tech company using a comprehensive machine learning combined with a user-centric mobile health platform.,https://sqin.co,Seed,3,,,,Yes,Seed,7
Seed Round - microphoton x,https://www.crunchbase.com/funding_round/microphoton-x-seed--f5bd74cd,"Biotechnology, Health Diagnostics, Life Science",CKM Group,"Acmaios, CKM Group",5500000,USD,5500000,Seed,2022-02-07,,,,microphoton x,https://www.crunchbase.com/organization/microphoton-x,"Tutzing, Bayern, Germany, Europe",microphotonX combines two Nobel Prize- winning laser technologies: Raman Spectroscopy with Laser Trapping,https://microphotonx.com,Seed,2,6125757,USD,6125757,Yes,Seed,2
Seed Round - Alpakas,https://www.crunchbase.com/funding_round/alpacas-seed--ebfa758a,"E-Commerce, Food and Beverage, Food Delivery, Mobile Apps, Mobile Payments, Packaging Services, Retail, Sustainability",Vorwerk Ventures,"FoodLabs, Lawrence Leuschner, MVP Factory, Tim Marbach, Verena Pausder, Vorwerk Ventures",5000000,EUR,5686413,Seed,2022-02-16,,,,Alpakas,https://www.crunchbase.com/organization/alpacas,"Berlin, Berlin, Germany, Europe",Alpakas is a zero waste grocery delivery service.,https://www.alpakas.app,Seed,1,5000000,EUR,5686413,Yes,Seed,6
Pre Seed Round - Rabot Charge,https://www.crunchbase.com/funding_round/rabot-charge-pre-seed--cfbd32b8,"Electric Vehicle, Electrical Distribution, Energy Management",,,1000000,EUR,1050966,Pre-Seed,2022-05-02,,,,Rabot Charge,https://www.crunchbase.com/organization/rabot-charge,"Hamburg, Hamburg, Germany, Europe",Rabot Charge offers charging management solutions for customers to charge their electric cars at home.,https://www.rabot-charge.de/,Seed,4,22000000,EUR,23673767,Yes,Early Stage Venture,
Seed Round - SweGreen,https://www.crunchbase.com/funding_round/swegreen-seed--ec470b3b,"AgTech, Artificial Intelligence (AI), Farming",,,1000000,USD,1000000,Seed,2022-01-01,,,,SweGreen,https://www.crunchbase.com/organization/swegreen,"Stockholm, Stockholms Lan, Sweden, Europe","SweGreen is the #1 Agtech company of Sweden! We offer InStore vertical farming solutions to supermarkets, retailers, restaurants and hotels!",http://swegreen.com,Seed,6,8520000,USD,8520000,Yes,Seed,
Seed Round - Speiz,https://www.crunchbase.com/funding_round/speiz-seed--86e75be7,"Logistics, Sales, Software, Supply Chain Management, Warehousing",,"F-LOG Ventures, Iron Wolf Capital",,,,Seed,2022-04-01,,,,Speiz,https://www.crunchbase.com/organization/speiz,"Oslo, Oslo, Norway, Europe",Speiz is a platform that enables revenue generation and sales for companies through the renting of warehousing space.,https://www.speiz.no,Seed,3,1470758,USD,1470758,Yes,Seed,2
Seed Round - Tector,https://www.crunchbase.com/funding_round/woodsense-seed--8f0a7c6c,"Construction, Internet of Things, Real Time",,,350000,EUR,388920,Seed,2022-03-02,,,,Tector,https://www.crunchbase.com/organization/woodsense,"Copenhagen, Hovedstaden, Denmark, Europe",Eliminating damages in buildings using sensors and our AI based anomaly detection system,https://www.tector.com,Seed,2,350000,EUR,388920,Yes,Seed,
Seed Round - AISTI,https://www.crunchbase.com/funding_round/aisti-seed--4c262561,"Building Material, Construction",Maki.vc,"Maki.vc, Valve Ventures",1600000,EUR,1727088,Seed,2022-04-19,,,,AISTI,https://www.crunchbase.com/organization/aisti,"Jyväskylä, Western Finland, Finland, Europe","AISTI develops wood fiber-based acoustic tiles that are carbon negative, easy to recycle and plastic-free.",https://aisticorporation.fi/,Seed,1,1600000,EUR,1727088,Yes,Seed,2
Pre Seed Round - Biralabs,https://www.crunchbase.com/funding_round/biralabs-pre-seed--a5f093ed,"Art, Artificial Intelligence (AI), Generative AI, Predictive Analytics",Soleria Capital,Soleria Capital,,,,Pre-Seed,2022-05-20,,,,Biralabs,https://www.crunchbase.com/organization/biralabs,"Munich, Bayern, Germany, Europe",AI generated Illustrations,https://www.biralabs.com/,Seed,1,,,,Yes,Seed,1
Seed Round - Feather,https://www.crunchbase.com/funding_round/popsure-seed--bfd6ac11,"Finance, Financial Services, Insurance, InsurTech",Taavet Hinrikus,Taavet Hinrikus,3800000,EUR,4170540,Seed,2022-04-04,,,,Feather,https://www.crunchbase.com/organization/popsure,"Berlin, Berlin, Germany, Europe",Feather is an insurance advisory and management platform for clients to get the right insurance policies.,https://feather-insurance.com,Seed,4,9900000,EUR,10699558,Yes,Early Stage Venture,1
Seed Round - Green Planet Astronauts,https://www.crunchbase.com/funding_round/green-planet-astronauts-seed--612cd012,"E-Commerce, Food and Beverage, Manufacturing, Organic Food",,"Kale United, Oskari Petas",1000000,EUR,1127332,Seed,2022-02-01,,,,Green Planet Astronauts,https://www.crunchbase.com/organization/green-planet-astronauts,"Helsinki, Southern Finland, Finland, Europe",Green Planet Astronauts manufactures organic food for children.,http://www.greenplanetastronauts.com/,Seed,2,1300000,EUR,1492258,Yes,Seed,2
Pre Seed Round - Earthbanc,https://www.crunchbase.com/funding_round/earthbanc-pre-seed--694d6c69,"Environmental Engineering, Finance, Financial Services, Impact Investing, Internet, Satellite Communication",,"Cerulean Ventures, European Space Agency, Katalista Ventures, Rampersand, Regen Network, Sting",1500000,USD,1500000,Pre-Seed,2022-04-05,,,,Earthbanc,https://www.crunchbase.com/organization/earthbanc,"Stockholm, Stockholms Lan, Sweden, Europe",Earthbanc is a carbon and finance platform that combines AI-powered audits to report on tree planting and carbon credit projects.,https://earthbanc.io,Seed,2,1850000,USD,1850000,Yes,Seed,6
Pre Seed Round - Estaldo.com,https://www.crunchbase.com/funding_round/estaldo-com-pre-seed--c4369b6c,Real Estate,,LoveMondays,3750000,DKK,561478,Pre-Seed,2022-01-27,,,,Estaldo.com,https://www.crunchbase.com/organization/estaldo-com,"Aalborg, Nordjylland, Denmark, Europe",Online Real Estate Agent,https://estaldo.com,Seed,4,24950000,DKK,3589950,Yes,Seed,1
Seed Round - MC Sciences,https://www.crunchbase.com/funding_round/mc-sciences-seed--e0379636,"Biotechnology, Clinical Trials, Nanotechnology",ROC VENTURE GROUP,ROC VENTURE GROUP,,,,Seed,2022-03-01,,,,MC Sciences,https://www.crunchbase.com/organization/mc-sciences,"Meckenheim, Nordrhein-Westfalen, Germany, Europe",Building a first-in-class novel mast cell therapy platform to treat millions of humans across an array of disease indications.,https://www.mcsciences.com/,Seed,1,,,,Yes,Seed,1
Seed Round - Bringoo,https://www.crunchbase.com/funding_round/bringoo-seed--72fda5e5,"E-Commerce, E-Commerce Platforms, Food and Beverage, Food Delivery, Local Shopping, Software, Transportation",,"Frank Otto, Hansen Investment Holdings, LLC, Lakeside Invest & Consult, Marcus Diekmann, Schürfeld Group, Stefan Hammann",,,,Seed,2022-01-27,,,,Bringoo,https://www.crunchbase.com/organization/bringoo,"Hamburg, Hamburg, Germany, Europe",Local-Commerce-Platfrom with additional fulfillment and delivery options,https://bringoo.de/,Seed,4,5800000,EUR,5969799,Yes,Early Stage Venture,6
Pre Seed Round - SoulMade,https://www.crunchbase.com/funding_round/soulmade-8119-pre-seed--b2c15098,"B2B, Blockchain, Cryptocurrency, Metaverse, Software",,Icebreaker.vc,,,,Pre-Seed,2022-04-11,,,,SoulMade,https://www.crunchbase.com/organization/soulmade-8119,"Stockholm, Stockholms Lan, Sweden, Europe",SoulMade is a blockchain-based NFT ecosystem platform that combines and mints NFT with a Play-to-Earn business model for creators.,https://www.soulmade.art,Seed,2,110000,USD,110000,Yes,Seed,1
Pre Seed Round - Logistikbude,https://www.crunchbase.com/funding_round/logistikbude-pre-seed--d1335531,Software,FTTF,FTTF,,,,Pre-Seed,2022-05-25,,,,Logistikbude,https://www.crunchbase.com/organization/logistikbude,"Dortmund, Nordrhein-Westfalen, Germany, Europe",SaaS solution enabling production & logistics to automate the management of load carriers,https://www.logistikbude.com/,Seed,2,2200000,EUR,2385437,Yes,Seed,1
Seed Round - Famedly,https://www.crunchbase.com/funding_round/famedly-seed--402caed2,"Apps, Health Care, Hospital, Information Technology, Software",,"aQua-Institut, IBB Ventures, x-tention",2500000,EUR,2687883,Seed,2022-06-02,,,,Famedly,https://www.crunchbase.com/organization/famedly,"Berlin, Berlin, Germany, Europe",Famedly is developing a communication app for doctors and hospitals.,https://famedly.com/,Seed,2,2500000,EUR,2687883,Yes,Seed,3
