Transaction Name,Transaction Name URL,Organization Industries,Lead Investors,Investor Names,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Type,Announced Date,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Organization Name,Organization Name URL,Organization Location,Organization Description,Organization Website,Funding Stage,Number of Funding Rounds,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Funding Status,Number of Investors
Seed Round - Quanscient,https://www.crunchbase.com/funding_round/quanscient-seed--79a0881e,"Quantum Computing, SaaS, Simulation, Software",Maki.vc,Maki.vc,3900000,EUR,4277418,Seed,2023-04-20,,,,Quanscient,https://www.crunchbase.com/organization/quanscient,"Tampere, Western Finland, Finland, Europe",Quanscient is a next generation simulation software-as-a-service utilizing quantum computing algorithms.,https://quanscient.com,Seed,3,4346000,EUR,4766579,Yes,Seed,1
Pre Seed Round - Vestlane,https://www.crunchbase.com/funding_round/vestlane-pre-seed--fafbf84d,"Angel Investment, Asset Management, Financial Services, Hedge Funds, Software, Venture Capital",,,,,,Pre-Seed,2023-09-01,,,,Vestlane,https://www.crunchbase.com/organization/vestlane,"Berlin, Berlin, Germany, Europe",Vestlane is the private market transactions and fundraising platform.,http://vestlane.com/,Seed,1,,,,Yes,Seed,
Seed Round - TastyUrban,https://www.crunchbase.com/funding_round/tastyurban-seed--0adfbf08,"Food and Beverage, Food Delivery, Food Processing","Alexander Artope, Earlybird Venture Capital, Ronny Shibley","Alexander Artope, Earlybird Venture Capital, Ronny Shibley",1500000,EUR,1653465,Seed,2023-05-04,,,,TastyUrban,https://www.crunchbase.com/organization/tastyurban,"Berlin, Berlin, Germany, Europe",TastyUrban is in the process of developing a new generation of restaurant usage and strategy.,https://www.tastyurban.com/,Seed,1,1500000,EUR,1653465,Yes,Seed,3
Pre Seed Round - Hymdal,https://www.crunchbase.com/funding_round/hymdal-pre-seed--4f32259d,"Finance, Financial Services, FinTech",,Antler,150000,EUR,159957,Pre-Seed,2023-09-22,,,,Hymdal,https://www.crunchbase.com/organization/hymdal,"Bjärred, Skane Lan, Sweden, Europe",Hymdal helps early stage investors to find right companies for thier portfolio.,https://www.hymdal.co/,Seed,1,150000,EUR,159957,Yes,Seed,1
Seed Round - sykell,https://www.crunchbase.com/funding_round/sykell-seed--e2475aba,"Packaging Services, Retail Technology, Sustainability",,"Collateral Good Ventures, Interzero, Rewe Group",4500000,EUR,4980824,Seed,2023-05-03,,,,sykell,https://www.crunchbase.com/organization/sykell,"Berlin, Berlin, Germany, Europe",The reusable system for food retail and service,https://www.sykell.com/,Seed,3,4500000,EUR,4980824,Yes,Seed,3
Pre Seed Round - topshelf,https://www.crunchbase.com/funding_round/topshelf-821c-pre-seed--958ccee8,"Beauty, Cosmetics, E-Commerce, Software",,Antler,100000,USD,100000,Pre-Seed,2023-11-27,,,,topshelf,https://www.crunchbase.com/organization/topshelf-821c,"Berlin, Berlin, Germany, Europe",topshelf is building an AI-powered review app for the most honest reviews.,https://www.jointopshelf.com/en/,Seed,1,100000,USD,100000,Yes,Seed,1
Seed Round - tegolySIGN,https://www.crunchbase.com/funding_round/tegoly-gmbh-seed--875687a3,B2B,,,,,,Seed,2023-08-26,1200000,EUR,1295398,tegolySIGN,https://www.crunchbase.com/organization/tegoly-gmbh,"Witten, Nordrhein-Westfalen, Germany, Europe",tegolySIGN is the digital signature for Microsoft Teams.,https://tegoly.com,Seed,2,5000,EUR,4919,Yes,Seed,
Pre Seed Round - Inspectral,https://www.crunchbase.com/funding_round/inspectral-0f5a-pre-seed--f75e7e97,"Machine Learning, Software",,Antler,125000,USD,125000,Pre-Seed,2023-05-22,,,,Inspectral,https://www.crunchbase.com/organization/inspectral-0f5a,"Søborg, Hovedstaden, Denmark, Europe",Inspectral develops advance machine learning software systems by incorporating real-time multi and hyperspectral imaging.,https://inspectral.ai,Seed,1,125000,USD,125000,Yes,Seed,1
Seed Round - UNIQUE DOCKS,https://www.crunchbase.com/funding_round/unique-docks-seed--c6d063b8,"CleanTech, Recycling, Sustainability",,Redstone.VC,,,,Seed,2023-07-13,,,,UNIQUE DOCKS,https://www.crunchbase.com/organization/unique-docks,"Lappeenranta, Southern Finland, Finland, Europe",UNIQUE DOCKS is a dock concept firm that specializes in making modular piers produced from recycled plastic composites.,https://www.uniquedocks.com/,Seed,1,,,,Yes,Seed,1
Pre Seed Round - Maple Tales,https://www.crunchbase.com/funding_round/maple-tales-pre-seed--141522bd,,,,,,,Pre-Seed,2023-11-20,,,,Maple Tales,https://www.crunchbase.com/organization/maple-tales,"Frankfurt, Hessen, Germany, Europe",Reading EdTech to promote reading in primary school children - interactive reading stories,https://maple-tales.com,Seed,1,,,,Yes,Seed,
Pre Seed Round - Revive Retail,https://www.crunchbase.com/funding_round/revive-retail-pre-seed--7fe9f664,"E-Commerce, Retail, Software",,Antler,150000,EUR,164348,Pre-Seed,2023-08-11,,,,Revive Retail,https://www.crunchbase.com/organization/revive-retail,"Stockholm, Stockholms Lan, Sweden, Europe",Revive Retail provides resale services for ecommerce retailers.,https://reviveretail.se/,Seed,1,150000,EUR,164348,Yes,Seed,1
Seed Round - Valkama,https://www.crunchbase.com/funding_round/valkama-seed--7a91aa2c,"Electric Vehicle, Manufacturing, Marine Transportation, Solar, Transportation",,Redstone.VC,,,,Seed,2023-04-04,,,,Valkama,https://www.crunchbase.com/organization/valkama,"Mikkeli, Eastern Finland, Finland, Europe",Valkama is a boat manufacturing company that designs and fabricates high-speed boats powered by electricity harnessing solar energy sources.,https://www.valkama.com/,Seed,1,,,,Yes,Seed,1
Seed Round - Astro Art,https://www.crunchbase.com/funding_round/astro-art-seed--eee6b87d,"E-Commerce, Electronics, Retail, Software",,Redstone.VC,,,,Seed,2023-08-28,,,,Astro Art,https://www.crunchbase.com/organization/astro-art,"Mikkeli, Eastern Finland, Finland, Europe",Astro Art is an online retail store that specializes in the sales of a range of products related to astronomy.,https://www.astroart-store.com/,Seed,1,,,,Yes,Seed,1
Pre Seed Round - Talendary,https://www.crunchbase.com/funding_round/talendary-pre-seed--3abb9dd7,"Artificial Intelligence (AI), Human Resources, SaaS",,Antler,,,,Pre-Seed,2023-07-01,,,,Talendary,https://www.crunchbase.com/organization/talendary,"Stockholm, Stockholms Lan, Sweden, Europe","Talendary provides an AI software that automates candidate screening, accelerating the process, and shortlisting qualified candidates.",https://talendary.com,Seed,1,,,,Yes,Seed,1
Pre Seed Round - Ankra,https://www.crunchbase.com/funding_round/ankra-pre-seed--40419d29,"Cloud Data Services, Enterprise Software, Product Design",SuperSeed Ventures,"Futurology Ventures, Henrik Hussfelt, SuperSeed Ventures, Techstars",1100000,EUR,1206756,Pre-Seed,2023-05-01,,,,Ankra,https://www.crunchbase.com/organization/ankra,"Stockholm, Stockholms Lan, Sweden, Europe",An end to end developer platform. Automation from commit to production,https://ankra.io,Seed,2,1326756,USD,1326756,Yes,Seed,4
Pre Seed Round - CYVI,https://www.crunchbase.com/funding_round/cyvi-pre-seed--070ab5d7,"Cyber Security, Insurance, Software",,Antler,150000,EUR,164348,Pre-Seed,2023-08-11,,,,CYVI,https://www.crunchbase.com/organization/cyvi,"Stockholm, Stockholms Lan, Sweden, Europe",CYVI provides cyber insurances and provides financial protection against cyber threats.,https://cyvi.io/,Seed,1,150000,EUR,164348,Yes,Seed,1
Pre Seed Round - Rocket Tutor,https://www.crunchbase.com/funding_round/rocket-tutor-028e-pre-seed--32417143,"Apps, Artificial Intelligence (AI), E-Learning, Tutoring",,"Better Ventures, Caesar Ventures",1000000,EUR,1055416,Pre-Seed,2023-10-16,,,,Rocket Tutor,https://www.crunchbase.com/organization/rocket-tutor-028e,"Munich, Bayern, Germany, Europe",Rocket Tutor creates learning strategies for arithmetic students based on their specific requirements.,https://rockettutor.de,Seed,2,1000000,EUR,1055416,Yes,Seed,2
Seed Round - Circadian Technologies GmbH,https://www.crunchbase.com/funding_round/circadian-technologies-ug-seed--a8a630b8,"Energy Management, Internet of Things, SaaS",BayWa r.e. Energy Ventures,"BayWa r.e. Energy Ventures, Great Stuff Ventures, Persistent, RaliCap, Rockstart",1250000,EUR,1317225,Seed,2023-10-18,,,,Circadian Technologies GmbH,https://www.crunchbase.com/organization/circadian-technologies-ug,"Berlin, Berlin, Germany, Europe",Accelerating the energy transition by transforming decentralized energy for businesses in frontier markets,https://www.circadian.io,Seed,2,1600000,EUR,1702671,Yes,Seed,5
Seed Round - Empowered Health,https://www.crunchbase.com/funding_round/healo-seed--6cc9bb6e,"Health Care, Home Health Care, Medical Device, mHealth, Outpatient Care, Personal Health, Therapeutics",,,1000000,EUR,1086750,Seed,2023-04-01,,,,Empowered Health,https://www.crunchbase.com/organization/healo,"Stockholm, Stockholms Lan, Sweden, Europe",Superpowering Adherence and Prevention in Digital health,http://www.empowered.health,Seed,6,5380539,USD,5380539,Yes,Seed,
Seed Round - Crowdsorsa,https://www.crunchbase.com/funding_round/Crowdsorsa-seed--6e23a021,"Artificial Intelligence (AI), Crowdsourcing, Data Collection and Labeling, Location Based Services, Transportation",,,50000,USD,50000,Seed,2023-05-01,,,,Crowdsorsa,https://www.crunchbase.com/organization/Crowdsorsa,"Tampere, Western Finland, Finland, Europe",Crowdsorsa operates as a mobile game for crowdsourcing data collection.,https://crowdsorsa.com,Seed,3,189127,USD,189127,Yes,Seed,
Seed Round - Reflex Aerospace,https://www.crunchbase.com/funding_round/reflex-aerospace-seed--690b0d93,"Aerospace, Satellite Communication, Space Travel",,"Bayern Kapital, Starburst Accelerator",1750000,EUR,1902863,Seed,2023-05-15,,,,Reflex Aerospace,https://www.crunchbase.com/organization/reflex-aerospace,"Berlin, Berlin, Germany, Europe",Reflex Aerospace builds and delivers tailor made satellite platforms.,https://www.reflexaerospace.com/,Seed,3,10250000,EUR,11053402,Yes,Seed,2
Pre Seed Round - Relewise,https://www.crunchbase.com/funding_round/relewise-pre-seed--5f637cd1,"B2B, E-Commerce, SaaS, Software",Founderment Ventures,"Founderment Ventures, Jesper hvejsel, Mikkel Harken Salling, Stefan Rosenlund",800000,EUR,841000,Pre-Seed,2023-10-13,,,,Relewise,https://www.crunchbase.com/organization/relewise,"Aarhus, Midtjylland, Denmark, Europe",Relewise creates personalized user experiences that improve customer journeys and grow sales.,https://www.relewise.com,Seed,1,800000,EUR,841000,Yes,Seed,4
Seed Round - Bueno,https://www.crunchbase.com/funding_round/buenogroup-seed--f8128566,"Banking, Financial Services, FinTech, Insurance, Property Management",,,7650000,NOK,691844,Seed,2023-06-01,74000000,NOK,6692351,Bueno,https://www.crunchbase.com/organization/buenogroup,"Bergen, Hordaland, Norway, Europe",Bueno simplifies buying and owning a property with a focus on second homeowners and expats - It's Property Banking Simplified.,https://getbueno.com/,Seed,5,15750000,NOK,1556327,Yes,Seed,
Seed Round - Muellners,https://www.crunchbase.com/funding_round/muellners-seed--6c5b528a,"Analytics, Financial Services, FinTech, Information Technology, Intellectual Property",,Muellners Foundation,15782023,DKK,2312571,Seed,2023-07-01,,,,Muellners,https://www.crunchbase.com/organization/muellners,"Copenhagen, Hovedstaden, Denmark, Europe","Muellners is an analytics firm that specializes in investments, blockchain, analytics, financial technology, and digital services.",https://muellners.com,Seed,1,15782023,DKK,2312571,Yes,Seed,1
Pre Seed Round - 7Assets,https://www.crunchbase.com/funding_round/7assets-pre-seed--23346047,"Consulting, FinTech, Information Technology, Wealth Management",,,115000,EUR,121653,Pre-Seed,2023-10-31,385000,EUR,407272,7Assets,https://www.crunchbase.com/organization/7assets,"Mannheim, Baden-Wurttemberg, Germany, Europe",7Assets is a digital asset management for the next generation.,https://7assets.app,Seed,2,115000,EUR,121653,Yes,Seed,
Seed Round - Pinteg,https://www.crunchbase.com/funding_round/pinteg-seed--1017530f,"Legal Tech, Privacy",,,7000000,SEK,629236,Seed,2023-10-24,,,,Pinteg,https://www.crunchbase.com/organization/pinteg,"Lund, Skane Lan, Sweden, Europe",Pinteg is a legal-tech company that provides a comprehensive framework for practical data protection solutions to help organizations.,https://pinteg.eu,Seed,1,7000000,SEK,629236,Yes,Seed,
Pre Seed Round - PnPAI,https://www.crunchbase.com/funding_round/pnpai-pre-seed--aabcaf99,"Artificial Intelligence (AI), E-Commerce, Machine Learning, SaaS, Software",Plug and Play,Plug and Play,50000,USD,50000,Pre-Seed,2023-06-01,,,,PnPAI,https://www.crunchbase.com/organization/pnpai,"Munich, Bayern, Germany, Europe","AIaaS platform for small and medium businesses. Industry-focused solutions for ecommerce, retail, healthcare, finance, and more.",https://www.pnpai.co,Seed,1,50000,USD,50000,Yes,Seed,1
Seed Round - Flype,https://www.crunchbase.com/funding_round/flype-seed--eda0c9da,"Delivery Service, E-Commerce, Logistics, Retail, Same Day Delivery, Software, Supply Chain Management",,Ash Kalb,,,,Seed,2023-08-01,,,,Flype,https://www.crunchbase.com/organization/flype,"Södertälje, Stockholms Lan, Sweden, Europe","Flype is a logistics-tech company that offers last-mile delivery services. We deliver faster than Prime, and cheaper than standard ground.",https://www.flype.org/,Seed,2,,,,Yes,Seed,1
Seed Round - Soluterials,https://www.crunchbase.com/funding_round/soluterials-seed--de1fc6fc,Precious Metals,HTGF | High-Tech Gruenderfonds,HTGF | High-Tech Gruenderfonds,,,,Seed,2023-10-09,,,,Soluterials,https://www.crunchbase.com/organization/soluterials,"Beelitz, Brandenburg, Germany, Europe","Soluterials provides sustainable, innovative & high-performance pure aluminium.",https://www.soluterials.de/,Seed,1,,,,Yes,Seed,1
Seed Round - Big Akwa,https://www.crunchbase.com/funding_round/big-akwa-seed--e7328767,"Alternative Protein, Aquaculture, Food and Beverage, Food Processing",,,,,,Seed,2023-11-15,5000000,EUR,5427267,Big Akwa,https://www.crunchbase.com/organization/big-akwa,"Härnösand, Vasternorrlands Lan, Sweden, Europe",Big Akwa is a food-tech industry expert that produces sustainable protein using industrial waste.,https://www.bigakwa.com/,Seed,8,2277347,USD,2277347,Yes,Seed,
Pre Seed Round - ICODOS,https://www.crunchbase.com/funding_round/icodos-pre-seed--69776bee,"Chemical, Clean Energy, CleanTech, Energy Storage, Fuel, GreenTech, Hardware, Industrial, Manufacturing, Renewable Energy",,Katapult,,,,Pre-Seed,2023-10-06,,,,ICODOS,https://www.crunchbase.com/organization/icodos,"Mannheim, Baden-Wurttemberg, Germany, Europe","ICODOS de-fossilizes the shipping and chemical industries with a patented, breakthrough technology for the production of e-methanol.",https://icodos.com,Seed,2,2000000,EUR,2157500,Yes,Seed,1
Pre Seed Round - Trackpaw Scientific,https://www.crunchbase.com/funding_round/trackpaw-scientific-pre-seed--cae7b7b1,Biotechnology,"Almi Invest, LU Holding","Almi Invest, I Love Lund, LU Holding",5000000,SEK,456206,Pre-Seed,2023-10-06,,,,Trackpaw Scientific,https://www.crunchbase.com/organization/trackpaw-scientific,"Lund, Skane Lan, Sweden, Europe",TrackPaw Scientific specializes in the creation and commercialization of a technology platform to accelerate medication developmen,https://trackpaw.se/,Seed,1,5000000,SEK,456206,Yes,Seed,3
Seed Round - Onqo Health,https://www.crunchbase.com/funding_round/onqo-health-seed--afe0c7d0,"Health Care, Software",,"Bertelsmann Investments, Isartal Ventures",,,,Seed,2023-08-25,,,,Onqo Health,https://www.crunchbase.com/organization/onqo-health,"Köln, Nordrhein-Westfalen, Germany, Europe","Digital Oncology, Decision Support, Healthcare, Medical Device",http://www.onqo.de,Seed,1,,,,Yes,Seed,2
Pre Seed Round - Advoria,https://www.crunchbase.com/funding_round/advoria-pre-seed--68564374,"Artificial Intelligence (AI), Legal, Legal Tech, SaaS, Software",,,,,,Pre-Seed,2023-10-19,,,,Advoria,https://www.crunchbase.com/organization/advoria,"Berlin, Berlin, Germany, Europe",Online appointment booking for the successful law firm.,https://advoria.de,Seed,1,,,,Yes,Seed,
Pre Seed Round - KUMO,https://www.crunchbase.com/funding_round/kumo-760c-pre-seed--ab9a1ca6,Financial Services,Techstars,Techstars,20000,USD,20000,Pre-Seed,2023-08-03,,,,KUMO,https://www.crunchbase.com/organization/kumo-760c,"Mainz, Rheinland-Pfalz, Germany, Europe",KUMO offers zero-interest loans in exchange for carbon credits.,https://kumo.earth,Seed,1,20000,USD,20000,Yes,Seed,1
Pre Seed Round - Project B,https://www.crunchbase.com/funding_round/project-b-pre-seed--c7b0dceb,"Financial Services, FinTech, Information Services",,"First Momentum Ventures, Foundamental, Lakestar, QED Investors, Sequoia Scout",,,,Pre-Seed,2023-07-14,,,,Project B,https://www.crunchbase.com/organization/project-b,"Munich, Bayern, Germany, Europe",Project B provides Operations System for Employee Financial Data.,https://project-b.dev,Seed,1,,,,Yes,Seed,5
Pre Seed Round - KAKTI,https://www.crunchbase.com/funding_round/kakti-pre-seed--7ef2919c,"Artificial Intelligence (AI), Energy Efficiency, Energy Management, Power Grid",,Antler,150000,EUR,164956,Pre-Seed,2023-05-08,,,,KAKTI,https://www.crunchbase.com/organization/kakti,"Grindsted, Syddanmark, Denmark, Europe",An AI-driven optimization and prediction system for the future reliable district energy and a flexible grid.,https://www.kakti.ai,Seed,2,300000,EUR,328614,Yes,Seed,1
Pre Seed Round - Jiroy,https://www.crunchbase.com/funding_round/jiroy-pre-seed--5738b567,"Advertising Platforms, E-Commerce, Marketplace, Search Engine",,,1500000,SEK,138774,Pre-Seed,2023-06-01,,,,Jiroy,https://www.crunchbase.com/organization/jiroy,"Gothenburg, Vastra Gotaland, Sweden, Europe","With the biggest brands and stores at one place, Jiroy offer a powerful marketplace.",https://jiroy.com/,Seed,2,365155,USD,365155,Yes,Seed,
Seed Round - Feel and Play,https://www.crunchbase.com/funding_round/feel-and-play-seed--bcd9d770,"EdTech, Mental Health",,,15000,EUR,16332,Seed,2023-11-22,3750000,EUR,4082961,Feel and Play,https://www.crunchbase.com/organization/feel-and-play,"Mikkeli, Eastern Finland, Finland, Europe","SaaS / App for anti-bullying, SEL-education and pediatric mental health",http://www.feelandplay.com,Seed,5,651187,USD,651187,Yes,Seed,
Pre Seed Round - CYTOK® hydrogen pirates®,https://www.crunchbase.com/funding_round/cytok-hydrogen-pirates-pre-seed--93496385,"Clean Energy, CleanTech, Energy, Energy Efficiency, Energy Storage, GreenTech, Renewable Energy, Sustainability",,,65000,EUR,70639,Pre-Seed,2023-04-01,,,,CYTOK® hydrogen pirates®,https://www.crunchbase.com/organization/cytok-hydrogen-pirates,"Rostock, Mecklenburg-Vorpommern, Germany, Europe","We capture hydrogen and make it count! We produce and store green methane, at least megawatt scale and have a methane closed combustion.",https://cytok.de/en/,Seed,2,397250,EUR,434270,Yes,Seed,
Pre Seed Round - DYNO,https://www.crunchbase.com/funding_round/dyno-d26d-pre-seed--5ac4dc08,"Employment, Human Resources","468 Capital, LEA Partners","468 Capital, Christoph Zoeller, Fabian Silberer, LEA Partners, Marco Reinbold, Martin Trenkle, Mätch VC",1500000,EUR,1590499,Pre-Seed,2023-10-10,,,,DYNO,https://www.crunchbase.com/organization/dyno-d26d,"Offenburg, Baden-Wurttemberg, Germany, Europe",DYNO is a company that offers digital and provision-free solutions for occupational pension schemes.,https://heydyno.de,Seed,2,2500000,EUR,2679571,Yes,Seed,7
Pre Seed Round - re:cinq,https://www.crunchbase.com/funding_round/re-cinq-pre-seed--3d4b2360,"Information Technology, SaaS, Software",,,500000,EUR,529314,Pre-Seed,2023-11-01,,,,re:cinq,https://www.crunchbase.com/organization/re-cinq,"Arden, Nordjylland, Denmark, Europe",IT Services,https://re-cinq.com,Seed,1,500000,EUR,529314,Yes,Seed,
Pre Seed Round - SkoneLabs,https://www.crunchbase.com/funding_round/skonelabs-pre-seed--b581e3b0,"Food and Beverage, Information Technology",Antler,Antler,170000,EUR,185579,Pre-Seed,2023-06-30,,,,SkoneLabs,https://www.crunchbase.com/organization/skonelabs,"Berlin, Berlin, Germany, Europe",SkoneLabs monitors fresh food and combats food loss and wastage in the fresh food industry by leveraging IoT and AI.,https://www.skonelabs.com,Seed,1,170000,EUR,185579,Yes,Seed,1
Seed Round - Prönö,https://www.crunchbase.com/funding_round/prönö-seed--6873b97b,"Consulting, E-Commerce, Professional Services, Training",,,280000,EUR,300155,Seed,2023-11-06,4000000,EUR,4287935,Prönö,https://www.crunchbase.com/organization/prönö,"Kangasala, Western Finland, Finland, Europe",Prönö Knowledge-as-a-Service platform is changing the way business knowledge is shared and bought,http://www.prono.fi,Seed,1,280000,EUR,300155,Yes,Seed,
Seed Round - Deta,https://www.crunchbase.com/funding_round/deta-seed--6b809569,"Developer APIs, Developer Tools, Information Technology, Web Development",Crane Venture Partners,"Acequia Capital (AceCap), Angel Invest, Crane Venture Partners, NP-Hard Ventures, System.One, Tiny VC, Tomahawk.VC",3600000,USD,3600000,Seed,2023-10-10,,,,Deta,https://www.crunchbase.com/organization/deta,"Berlin, Berlin, Germany, Europe",Deta provides developer API and cloud storage services.,https://www.deta.sh,Seed,1,3600000,USD,3600000,Yes,Seed,7
Pre Seed Round - Agenta,https://www.crunchbase.com/funding_round/agenta-a0bf-pre-seed--55bae8e0,"Apps, Artificial Intelligence (AI), Information Technology, Machine Learning, Open Source, Software",Antler,Antler,100000,EUR,109555,Pre-Seed,2023-06-22,,,,Agenta,https://www.crunchbase.com/organization/agenta-a0bf,"Berlin, Berlin, Germany, Europe",Agenta is the open-source LLMOps platform that allows developers build production ready LLM-powered applications.,https://agenta.ai,Seed,2,1100000,EUR,1195205,Yes,Seed,1
Pre Seed Round - Converta,https://www.crunchbase.com/funding_round/converta-b5cc-pre-seed--7b7eb427,"B2B, Point of Sale, SaaS",Antler,Antler,170000,EUR,182433,Pre-Seed,2023-05-26,,,,Converta,https://www.crunchbase.com/organization/converta-b5cc,"Berlin, Berlin, Germany, Europe",Converta guides B2B sales managers through their weekly pipeline review meetings and highlights.,https://www.converta.ai,Seed,1,170000,EUR,182433,Yes,Seed,1
Seed Round - Euronlabs AS,https://www.crunchbase.com/funding_round/euronlabs-as-seed--191d6587,"Biotechnology, Health Care, Life Science",Investor 1,Investor 1,2200000,NOK,207573,Seed,2023-08-30,33862100,NOK,3194930,Euronlabs AS,https://www.crunchbase.com/organization/euronlabs-as,"Oslo, Oslo, Norway, Europe",EuronLabs is a biotechnology firm developing new ways to treat and heal the body.,https://euronlabs.com/,Seed,3,5700000,NOK,532048,Yes,Seed,1
Pre Seed Round - Themison,https://www.crunchbase.com/funding_round/themison-pre-seed--88a68bbf,Software,,Antler,150000,EUR,165080,Pre-Seed,2023-07-10,,,,Themison,https://www.crunchbase.com/organization/themison,"Copenhagen, Hovedstaden, Denmark, Europe",Themison is a SaaS patient-centric platform that eases the clinical trials.,https://www.themison.com,Seed,1,150000,EUR,165080,Yes,Seed,1
Pre Seed Round - SalesByte,https://www.crunchbase.com/funding_round/salesbyte-ab-pre-seed--5d5d8ac0,"B2C, CRM, E-Commerce, Retail",,Chalmers Ventures AB,4580000,SEK,423243,Pre-Seed,2023-07-07,,,,SalesByte,https://www.crunchbase.com/organization/salesbyte-ab,"Gothenburg, Vastra Gotaland, Sweden, Europe",SalesByte is a technology company that provides omniscient pre-sales advice.,https://salesbyte.se/,Seed,3,5320000,SEK,506363,Yes,Seed,1
Seed Round - Anicare Oy,https://www.crunchbase.com/funding_round/anicare-seed--0631989e,"Agriculture, AgTech, Farming, Health Diagnostics, Internet of Things",,,60000,EUR,65823,Seed,2023-05-01,1900000,EUR,2084396,Anicare Oy,https://www.crunchbase.com/organization/anicare,"Oulu, Oulu, Finland, Europe",Autonomous AI powered animal welfare tracking with world smallest cellular IoT device. Daas (Device-as-a-Service),https://anicare.fi/en/homepage/,Seed,5,528000,EUR,593516,Yes,Seed,
Pre Seed Round - Valys,https://www.crunchbase.com/funding_round/valys-ab-pre-seed--baf60786,Sensor,Chalmers Ventures AB,Chalmers Ventures AB,200000,SEK,18448,Pre-Seed,2023-07-03,,,,Valys,https://www.crunchbase.com/organization/valys-ab,"Gothenburg, Vastra Gotaland, Sweden, Europe",Valys develops a digital monitoring systems designed for use in water treatment and environmental monitoring applications.,,Seed,1,200000,SEK,18448,Yes,Seed,1
Pre Seed Round - Capalo AI,https://www.crunchbase.com/funding_round/capalo-ai-pre-seed--d8b72793,Artificial Intelligence (AI),Innovestor,"Innovestor, Inventure",500000,EUR,531179,Pre-Seed,2023-10-11,,,,Capalo AI,https://www.crunchbase.com/organization/capalo-ai,"Kuopio, Eastern Finland, Finland, Europe",Capalo AI offers a state-of-the-art Artificial Intelligence platform for the energy industry.,https://www.capaloai.com,Seed,1,500000,EUR,531179,Yes,Seed,2
Seed Round - Northsence,https://www.crunchbase.com/funding_round/northsence-seed--a809e3a3,"Construction, Robotics",,,,,,Seed,2023-10-04,6000000,USD,6000000,Northsence,https://www.crunchbase.com/organization/northsence,"Gothenburg, Vastra Gotaland, Sweden, Europe",Building a robot that shapes the future of construction industry,https://www.northsence.com/,Seed,2,80000,USD,80000,Yes,Seed,
Pre Seed Round - Skattio AB,https://www.crunchbase.com/funding_round/skattio-ab-pre-seed--1d757a93,"Accounting, Apps, Financial Services, FinTech",Chalmers Ventures AB,Chalmers Ventures AB,600000,SEK,54061,Pre-Seed,2023-09-05,,,,Skattio AB,https://www.crunchbase.com/organization/skattio-ab,"Gothenburg, Vastra Gotaland, Sweden, Europe",Skattio seeks to use AI to make the declaration easier for private individuals.,https://www.skattio.se/,Seed,2,1350000,SEK,126444,Yes,Seed,1
Seed Round - In Singulo Solutions,https://www.crunchbase.com/funding_round/in-singulo-solutions-seed--614c6b97,"Biotechnology, Health Care, Life Science",,Chalmers Ventures AB,3800000,SEK,341075,Seed,2023-09-07,,,,In Singulo Solutions,https://www.crunchbase.com/organization/in-singulo-solutions,"Stockholm, Stockholms Lan, Sweden, Europe","In Singulo Solutions is a life science company that provides biosensing technology for drug development, diagnostics, and quality control.",https://insingulo.com,Seed,7,61400000,SEK,5983513,Yes,Early Stage Venture,1
Seed Round - ReVibe Energy,https://www.crunchbase.com/funding_round/revibe-energy-seed--241add70,"Clean Energy, CleanTech, Energy, Information Technology, Sensor",,Chalmers Ventures AB,13000000,SEK,1178821,Seed,2023-10-18,,,,ReVibe Energy,https://www.crunchbase.com/organization/revibe-energy,"Gothenburg, Vastra Gotaland, Sweden, Europe",ReVibe Energy® provides sensors and monitoring systems with a power source that is both sustainable and reliable.,http://revibeenergy.com/,Seed,8,4016502,USD,4016502,Yes,Seed,1
Pre Seed Round - ANYO Labs,https://www.crunchbase.com/funding_round/anyo-labs-ab-pre-seed--d31bdc43,"Artificial Intelligence (AI), Biotechnology, Health Care, Life Science, Pharmaceutical",Chalmers Ventures AB,Chalmers Ventures AB,100000,SEK,9010,Pre-Seed,2023-09-05,,,,ANYO Labs,https://www.crunchbase.com/organization/anyo-labs-ab,"Göteborg, Vastra Gotaland, Sweden, Europe",ANYO Labs specializes in AI powered in silico drug discover tools for biotechnology companies,https://www.anyolabs.com/,Seed,3,5000000,SEK,471979,Yes,Seed,1
Pre Seed Round - Carbon Centrum,https://www.crunchbase.com/funding_round/carboncentrum-pre-seed--6508ee34,"CleanTech, Environmental Consulting, Sustainability",Antler,Antler,,,,Pre-Seed,2023-07-11,,,,Carbon Centrum,https://www.crunchbase.com/organization/carboncentrum,"Oslo, Oslo, Norway, Europe",Lower Carbon Emissions Where it is Made!,https://carboncentrum.com,Seed,3,,,,Yes,Seed,1
Pre Seed Round - Aquafood AB,https://www.crunchbase.com/funding_round/aquafood-ab-pre-seed--aa9e16f4,"Biotechnology, Farming, Food Processing",,Chalmers Ventures AB,2225000,SEK,205615,Pre-Seed,2023-07-07,,,,Aquafood AB,https://www.crunchbase.com/organization/aquafood-ab,"Gothenburg, Vastra Gotaland, Sweden, Europe",Aquafood is a foodtech company that produces seafood.,https://aquafood.se,Seed,2,2275000,SEK,211371,Yes,Seed,1
